Control Number,Subject,Primary Creator,Unique Custodian,Email From,Email To,Email CC,Date Created,Date Last Modified,Date Sent,Date Received,MD5 Hash,Attachment Count
ANEX-00000824,Re: Happy New Year!,vince@leaf.com,Vince Vanjie,vince@leaf.com,Shannon Burchett <sburchett@risklimited.com>,vvanjie@aol.com; vince@leaf.com,2016-10-17 07:07:27,,2016-10-17 07:07:27,,9417f38e0418042b587bedca619e098f,1
ANEX-00000826,natural gas production,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-10-17 00:05:37,,2016-10-17 00:05:37,2017-01-27 06:45:07,d040dbffc76d40db7cd918e600123dac,0
ANEX-00000827,Amazon.com gift certificate from Alex Adamchuk (http://FinMath.com),vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-26 15:01:20,,2016-11-26 15:01:20,2016-12-21 02:37:35,f583e0a60bd3cccff9b0ebe7dcd79b8a,1
ANEX-00000828,Thank you,vince@leaf.com,Vince Vanjie,vince@leaf.com,alex@finmath.com,vince@leaf.com,2017-01-20 08:00:15,,2017-01-20 08:00:15,,cb2dd01ce0af6650e0a5ef2adaf20b18,1
ANEX-00000829,Happy Holidays!,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-09 06:24:15,,2016-12-09 06:24:15,2016-12-02 17:45:28,f03090952601ea2a671d7a739b035994,0
ANEX-00000830,"Re: speaker confirmation - Risk 2000, Boston, 13 & 14 June 2000",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-20 15:43:10,,2017-01-20 15:43:10,2017-01-06 15:43:43,242d4e5a7843c46cfb4ab2ceac53e649,4
ANEX-00000832,"CERA Multimedia Presentation: Monday, December 20, 1999",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-13 09:44:59,,2016-11-13 09:44:59,2017-01-30 16:55:19,83d2a334792599505ff5d9beac653d3e,2
ANEX-00000834,Fwd: Revised: Organizational Changes,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-04 22:55:01,,2017-01-04 22:55:01,2017-01-13 20:37:23,cc1c1d316f75d34822200c87eeb8a433,2
ANEX-00000836,Re: Daily Lunches,vince@leaf.com,Vince Vanjie,vince@leaf.com,kevin@leaf.com,"""mike a roberts""; ""shirley crenshaw""; vince@leaf.com",2017-01-17 22:00:52,,2017-01-17 22:00:52,2016-10-10 16:25:04,05fff89c46cb1dd9a3a0d3e642227c84,0
ANEX-00000837,Fwd: Credit Markets Group Organisational Announcement.,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-10-20 06:12:07,,2016-10-20 06:12:07,2016-10-15 18:29:25,fdc40e81398f4c2d70f010869790e46a,0
ANEX-00000840,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-17 21:09:54,,2017-01-17 21:09:54,,bdb1a661ee311530cc9e3661b8116870,0
ANEX-00000841,Fwd: Credit Trading White Paper,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-17 08:16:55,,2017-01-17 08:16:55,,e76efbf282057cef4b699b8c368ec18b,1
ANEX-00000842,"Stinson out on Jan. 4, 2000","""stinson gibner""",Vince Vanjie,"""stinson gibner""","""shirley crenshaw""",vince@leaf.com,2017-01-17 00:32:47,,2017-01-17 00:32:47,,cce687b5283bc6e7629c91e4c4d06893,4
ANEX-00000843,Re: SAM,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""mike a roberts""",,2016-10-30 15:57:44,12/05/2009 07:50,2016-10-30 15:57:44,,aef29abc94559776fcc8a54d782d315c,3
ANEX-00000844,Re: Argentina Modelling,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""michael guerriero""",vince@leaf.com,2017-01-18 13:54:09,12/05/2009 07:50,2017-01-18 13:54:09,,8faa6a06d231890236b3e71480ee58bb,0
ANEX-00000845,Re: volatility conference,vince@leaf.com,Vince Vanjie,vince@leaf.com,Strauss  Todd <tstrauss@haglerbailly.com>,vince@leaf.com,2016-12-07 13:57:04,12/05/2009 07:50,2016-12-07 13:57:04,,780a7c28af41aa23549b11f624ee5bf1,2
ANEX-00000846,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-06 12:37:03,12/05/2009 07:39,2017-01-06 12:37:03,,ab5ba6b9a4256bf24d836b60761e47f9,3
ANEX-00000847,CreditManager net meeting,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""; ""vasant shanbhogue""; ""kevin kindall""; ""grant masson""",vince@leaf.com,2016-11-26 01:38:08,12/05/2009 07:50,2016-11-26 01:38:08,,ac5ba82341d3e10c77ef8af1241eecaf,0
ANEX-00000848,DAX Data,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-10-26 13:56:50,12/05/2009 07:39,2016-10-26 13:56:50,,c438c7f45b18089407b7fbd5da3716b4,2
ANEX-00000850,Re: Model Development Report,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,,12/05/2009 07:39,2016-11-13 20:56:41,,5edd0fdb071f20b03b4a8a3b40de6533,1
ANEX-00000852,Audit,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,,12/05/2009 07:39,2016-11-23 09:19:17,,866b5d121cbc34cf3d1e414709d354aa,1
ANEX-00000853,Re: Model Development Review,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,,12/05/2009 07:39,2017-01-31 22:23:07,,86ac679da334c9f31e5636b10f807168,2
ANEX-00000856,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-02 12:03:22,12/05/2009 07:39,2016-12-02 12:03:22,,dd3a989ae6bbf34853719fb6a7fd4594,2
ANEX-00000858,Program attached; March NY RO Conference/Participation  confirmation,Lenos Trigeorgis <lenos@ucy.ac.cy>,Vince Vanjie,Lenos Trigeorgis <lenos@ucy.ac.cy>,gordon.sick@rogroup.com,gordon.sick@rogroup.com,2016-12-28 15:59:44,12/05/2009 07:39,,,c4891246595e855de52f801772337c29,1
ANEX-00000860,Leaf Holiday,,Vince Vanjie,,,,2016-12-21 14:31:44,12/05/2009 07:39,2016-12-21 14:31:44,,a9db1fe3f015b331e594d94e48752eb7,0
ANEX-00000861,Veteranarian,Sean Maloney <smaloney@worldwrapps.com>,Jeffrey Feather,Sean Maloney <smaloney@worldwrapps.com>,"""jeff@leaf.com""",,2016-12-21 08:07:50,11/05/2009 17:36,2016-12-21 08:07:50,,51c0860979f8c7992010fce5fa36c9a5,4
ANEX-00000862,Re: Credit Risk technical article,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""benjamin parsons""",vince@leaf.com,2016-11-18 15:31:23,12/05/2009 07:50,2016-11-18 15:31:23,,0088720b6d79aee0ef6ea46ead8ab803,2
ANEX-00000863,Energy Institute,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",vince@leaf.com,2016-11-30 15:25:07,12/05/2009 07:50,2016-11-30 15:25:07,,7d0e3d5591c803a8c58d6562e0920a25,2
ANEX-00000864,Re: Program attached; March NY RO Conference/Participation confirmation,vince@leaf.com,Vince Vanjie,vince@leaf.com,Lenos Trigeorgis <lenos@ucy.ac.cy>,gordon.sick@rogroup.com; vince@leaf.com,2016-11-13 13:54:02,12/05/2009 07:39,2016-11-13 13:54:02,,9a9f40e322262f0c01da9718ab41a48e,0
ANEX-00000866,Weekly Meeting with Greg Whalley,,Vince Vanjie,,,,2016-11-21 06:01:42,12/05/2009 07:39,,,924840e80aa4ebe42bed1ec9b3a13699,0
ANEX-00000867,Re: Happy New Year!,vince@leaf.com,Vince Vanjie,vince@leaf.com,Hayden  Frank <fhayden@kpmg.com>,,2016-12-31 22:39:45,12/05/2009 07:50,,,b37fcc025eb2ee60aa367236c8ab25c6,0
ANEX-00000868,Re:,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""Ehud I. Ronn"" <eronn@mail.utexas.edu>",,2016-10-16 02:07:03,12/05/2009 07:50,,,0a7f601b767745b3a9bab9b3547db70e,1
ANEX-00000869,Weekly Staff Meeting - EB 19C2,,Vince Vanjie,,,,2017-01-24 19:02:55,12/05/2009 07:39,2017-01-24 19:02:55,,201bd562b330b8e3801db6462149bd78,4
ANEX-00000870,Weekly Staff Meeting - EB 19C2,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""",,,2016-12-19 07:35:27,12/05/2009 07:39,2016-12-19 07:35:27,,f7ff206165dd5efebc98217f5dc86ff3,3
ANEX-00000871,Weekly Staff Meeting - EB 32C2,,Vince Vanjie,,,,2016-12-03 07:33:42,12/05/2009 07:39,2016-12-03 07:33:42,,b223c1aaa2910022beaf8593dccce47c,0
ANEX-00000872,Re: LSU Seminiar Visit,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-10-22 00:20:51,12/05/2009 07:50,2016-10-22 00:20:51,,7f63de91675ebba1701323f97e27f475,2
ANEX-00000873,Re: interesting weather deal,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""gary taylor""",,2016-11-27 23:01:44,12/05/2009 07:50,2016-11-27 23:01:44,,c2b24ceea1915cfcf303d98628af140d,3
ANEX-00000874,Re: Vincent Tang,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""candace womack""",vince@leaf.com,2016-10-20 06:45:24,12/05/2009 07:50,2016-10-20 06:45:24,,f65c5776d604dcd39b74d2928bebc2fe,0
ANEX-00000875,"Research Group ""Millenium"" Party","""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""","vince@leaf.com; ""stinson gibner""; ""pinnamaneni krishnarao""; ""vasant shanbhogue""",,2017-01-21 19:43:21,12/05/2009 07:39,2017-01-21 19:43:21,,f7e65efc670651f44c44aa927b9f3d2a,2
ANEX-00000877,"Re: Research Group ""Millenium"" Party",vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-10-23 22:33:10,12/05/2009 07:39,2016-10-23 22:33:10,,3d22d88865476ac651fc2ea70fa69b3e,1
ANEX-00000879,Petition for Summer Internship,"""jason sokolov""",Vince Vanjie,"""jason sokolov""",vince@leaf.com,,2017-01-31 07:40:25,12/05/2009 07:39,2017-01-31 07:40:25,,aeb8bc191b1dc7110b885a9082dc5328,1
ANEX-00000881,Brad McSherry - Brad's Ofice,,Vince Vanjie,,,,2016-10-30 11:41:59,12/05/2009 07:39,2016-10-30 11:41:59,,ee6b5764e50d7d7329d716b1cbfee505,0
ANEX-00000882,Re: Program attached; March NY RO Conference/Participation  confirmation,Lenos Trigeorgis <lenos@ucy.ac.cy>,Vince Vanjie,Lenos Trigeorgis <lenos@ucy.ac.cy>,vince@leaf.com,,2016-10-11 18:38:26,12/05/2009 07:39,2016-10-11 18:38:26,,c36d22f631fd2471dbd1ae8ccb4cbb99,1
ANEX-00000883,Ron Slimp - EB  3391,,Vince Vanjie,,,,2016-10-08 12:24:13,12/05/2009 07:39,2016-10-08 12:24:13,,9978bd04bf5f4698c44d8a1cc29d29c0,1
ANEX-00000884,Boris Brevnov - Vince's Office,,Vince Vanjie,,,,2016-12-24 20:16:39,12/05/2009 07:39,2016-12-24 20:16:39,,01c53536aadb37d67562194b5680b48d,0
ANEX-00000885,Vincent,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-05 13:57:14,12/05/2009 07:39,2016-12-05 13:57:14,,bebf4a97abb33329d35d934a9fc521aa,4
ANEX-00000887,org,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-04 22:13:47,12/05/2009 07:39,2016-11-04 22:13:47,,dc88a6909e98b428b64210a30a16a756,2
ANEX-00000889,The 1999 Hemp Year in Review,The HCFR <jfreeman@ssm.net>,Phil Sarme,The HCFR <jfreeman@ssm.net>,strawbale@crest.org,,2017-01-15 21:05:54,12/05/2009 02:03,2017-01-15 21:05:54,2016-10-27 10:16:08,84f6cfb0696eff4e91953a0a6780f7e5,2
ANEX-00000890,Haas web services page now available,Debra Goldentyer <goldenty@haas.berkeley.edu>,Jeffrey Feather,Debra Goldentyer <goldenty@haas.berkeley.edu>,eveningmba@haas.berkeley.edu; faculty@haas.berkeley.edu; mba00@haas.berkeley.edu,,2016-11-02 22:15:31,11/05/2009 18:00,2016-11-02 22:15:31,2016-12-20 04:34:41,e3e8a38277d2ed34fd343e7af528c50e,0
ANEX-00000892,Amerada Hess Day Rate Hedge numbers,"""john peyton""",Vince Vanjie,"""john peyton""",vince@leaf.com,"""chris hilgert""; ""randal t maffett""; ""w tom byargeon""; ""fred lagrasta""",2016-11-29 14:07:56,12/05/2009 07:39,2016-11-29 14:07:56,2016-10-09 23:53:52,b7e2c1316e0d69cc5dce1bb5a7dbc1ed,0
ANEX-00000894,Petition for Summer Internship,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""celeste roberts""","vince@leaf.com; ""jason sokolov""; ""mike a roberts""",2016-12-19 14:05:50,12/05/2009 07:39,2016-12-19 14:05:50,2016-12-20 09:59:17,163f2f2e4da67e6897074f000a62bef4,0
ANEX-00000896,Re: revision of 1st request,"""stinson gibner""",Vince Vanjie,"""stinson gibner""","""information risk management""",vince@leaf.com,2016-11-11 12:28:54,12/05/2009 07:50,2016-11-11 12:28:54,2016-11-06 02:13:54,346d567093d133ca8cb0cd26571bff43,1
ANEX-00000897,Re: Firm Power sale from Phase I - Issues,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""pinnamaneni krishnarao""",,2016-10-18 09:20:27,12/05/2009 07:39,2016-10-18 09:20:27,2016-10-22 21:46:37,860298685d17db3661827b9b575bdcf5,4
ANEX-00000899,Greetings from Richard,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,,12/05/2009 07:39,2016-11-21 19:04:59,2016-11-26 04:12:56,6187a63ea2fa14b79e126cdb9dc46f66,3
ANEX-00000900,Invitation,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""greg whalley""; ""liz m taylor""",,2016-11-11 11:05:17,12/05/2009 07:39,2016-11-11 11:05:17,2017-01-31 08:46:29,2f5b068a6de1f7717f513ce0cac7a0d6,0
ANEX-00000902,"Re: Research Group ""Millenium"" Party -- Address Correction",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-12 01:42:29,12/05/2009 07:39,2017-01-12 01:42:29,2017-01-28 01:22:12,8e029c8584ae1519c328724ba6a24f49,2
ANEX-00000904,"Your card has been sent, or, if it's a delayed card, will be sent on the date",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-30 13:46:22,12/05/2009 07:39,2016-11-30 13:46:22,2017-01-06 06:46:10,d2b863746c8e03e602ef364859b8f4d7,3
ANEX-00000905,Color Copier,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; ""shirley crenshaw""; vince@leaf.com; ""mike a roberts""; william@ext-eml.com",,2016-12-14 06:49:27,12/05/2009 07:39,2016-12-14 06:49:27,2017-01-25 10:37:38,48a3387dce77862c770deab05d8f8daa,0
ANEX-00000906,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-01 13:29:59,12/05/2009 07:39,2016-11-01 13:29:59,2017-01-10 07:21:14,5bd5b06d409355bee4a91d9a897cad2e,2
ANEX-00000908,Re: Lap -Top,"""stephen andrews""",Vince Vanjie,"""stephen andrews""",kevin@leaf.com,"""patricia tlapek""; ""mike a roberts""; vince@leaf.com",2016-11-24 00:19:13,12/05/2009 07:50,2016-11-24 00:19:13,2016-11-16 02:52:13,b8fb4a0b59d8cfc48a9438ec327c3aa2,1
ANEX-00000909,Leaf On Line and Tracking,"""alex saldana""",Vince Vanjie,"""alex saldana""","""george smith""; ""edward terry""; ""katherine l kelly""; ""robert superty""; ""randall l gay""","""heather choate""; ""kimberly brown""; ""airam arteaga""; ""brenda flores-cuellar""; elizabeth",,12/05/2009 07:39,2016-10-10 11:48:32,2016-11-29 04:45:55,03a55c4374dfa8929b8dc52eec71f69a,1
ANEX-00000910,"Conference on Risk Management: The State of the Art, January 13-14, 2000",vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,,12/05/2009 07:39,2016-11-19 16:23:22,2016-11-15 13:54:50,ea9214903cae76a7fd7386babd6164d6,0
ANEX-00000911,Lynn Dunphy,,Vince Vanjie,,,,2016-12-02 20:43:45,12/05/2009 07:39,2016-12-02 20:43:45,2016-11-20 07:11:51,a8eb0abe293aa8709add86574d2415a3,1
ANEX-00000912,Leaf On Line and Tracking,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-10-19 14:51:04,12/05/2009 07:39,2016-10-19 14:51:04,2017-01-22 11:11:01,233dba30e48e4644876cfa924df5191b,1
ANEX-00000913,Flat Screens,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; ""patricia tlapek""; ""michael sergeev""; vince@leaf.com; ""mike a roberts""",,2017-01-29 20:22:31,12/05/2009 07:39,2017-01-29 20:22:31,2017-01-20 06:41:22,8a84538244767cd4bcb6192a410120da,0
ANEX-00000914,Color Copier,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""lyn malina""; ""shirley crenshaw""; vince@leaf.com; ""mike a roberts""; william@ext-eml.com",,2017-01-21 13:08:23,12/05/2009 07:39,2017-01-21 13:08:23,2017-01-08 15:56:22,e76890bdeb2ae573a2b08dee4aa7a667,4
ANEX-00000915,Howenstine Laura 3-0308,,Vince Vanjie,,,,2017-01-01 00:33:45,12/05/2009 07:39,2017-01-01 00:33:45,2016-12-22 04:14:42,75700467cceb6b17f3e01595ee2aefd6,2
ANEX-00000916,Petition for Summer Internship,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""lynn dunphy""",,2017-01-19 22:26:10,12/05/2009 07:39,2017-01-19 22:26:10,2016-12-19 19:10:54,d490995f6147e26827387ec2270555c2,2
ANEX-00000918,Re: Are you trying to be funny?,phillip@leaf.com,Phil Sarme,phillip@leaf.com,patrick smith <patti99@hotmail.com>,,2016-11-26 13:29:38,12/05/2009 02:03,2016-11-26 13:29:38,2017-01-13 18:06:06,a89a44c972967c0979174268dfc17548,0
ANEX-00000919,Sandeep Kohli  713 857 6826,,Vince Vanjie,,,,2016-12-12 08:19:17,12/05/2009 07:39,2016-12-12 08:19:17,2016-11-27 04:29:10,8745a871a60742264c248a4a9942758e,0
ANEX-00000920,New order: Palm Vx for Grant Masson,"""grant masson""",Vince Vanjie,"""grant masson""","""lyn malina""",vince@leaf.com,2016-11-18 20:03:01,12/05/2009 07:39,2016-11-18 20:03:01,2017-01-27 19:06:20,b934fbaf1657e65b1e35013f789e72d8,0
ANEX-00000921,SageMaker EB3321  3-3871,,Vince Vanjie,,,,2016-12-30 12:55:16,12/05/2009 07:39,2016-12-30 12:55:16,2016-10-26 18:59:44,3f083f304ababfa153a320c3d5c9b4a9,1
ANEX-00000922,"Conference on Risk Management:  The State of the Art, January  13-14, 2000",Mary Jaffier <mjaffier@stern.nyu.edu>,Vince Vanjie,Mary Jaffier <mjaffier@stern.nyu.edu>,mjaffier@exchange.stern.nyu.edu,,2017-01-15 05:04:32,12/05/2009 07:39,2017-01-15 05:04:32,2016-11-23 07:25:53,16387c413cb06528d54ca15a92d9214c,2
ANEX-00000923,"Enterprise Wide Risk Management Meeting, January 21","""veronica valdez""",Vince Vanjie,"""veronica valdez""","richard@cli-eml.com; ""ted murphy""; ""rick l carson""; vince@leaf.com; ""david gorte""; ""kevin kindall""","""shirley crenshaw""; ""laura gutierrez""; ""pam metoyer""; ""karen k heathman""",2016-12-31 01:13:46,12/05/2009 07:39,2016-12-31 01:13:46,2016-12-29 01:06:24,4838cd9c1501230b776b3b3f1a554c57,4
ANEX-00000924,"Enterprise Wide Risk Management Meeting, January 21",vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-12-31 19:05:29,12/05/2009 07:39,2016-12-31 19:05:29,2016-12-06 18:49:37,5530094b9e45e3d087dc5dfd8fb89fd3,0
ANEX-00000925,Re: Argentina Modelling,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""michael guerriero""","vince@leaf.com; ""shirley crenshaw""",2017-01-23 18:01:39,12/05/2009 07:51,2017-01-23 18:01:39,2017-01-22 07:53:43,ad4114822ecc269bbf8629246b1b250c,2
ANEX-00000926,Subexp distr,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-19 23:23:45,12/05/2009 07:39,2017-01-19 23:23:45,2016-10-18 09:32:26,66c8cc76d51aa2c8c5daa36bc407378a,3
ANEX-00000928,http://www2.bluemountain.com/cgi-bin/BMApc1,vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-05 06:38:00,12/05/2009 07:39,,2016-12-15 14:03:26,10cbfa14b31852c4f117c879ff7d6918,0
ANEX-00000929,Re: concrete stain,grensheltr@aol.com,Phil Sarme,grensheltr@aol.com,mccormick@elkus-manfredi.com; kopp@kinneret.kinneret.co.il; strawbale@crest.org,,2016-10-24 05:32:00,12/05/2009 02:03,,2016-10-13 19:14:06,a01b2789718a466a2c408e473e5d8fd9,2
ANEX-00000930,re: Re: Conference Volume,"""vasant shanbhogue""",Vince Vanjie,"""vasant shanbhogue""",vince@leaf.com,,2016-12-15 14:18:33,12/05/2009 07:39,,2016-10-10 09:18:39,781006c49023075c4674dcdd3b72b2ab,1
ANEX-00000931,Texas Finance Festival Registration,"""cindy justice""",Vince Vanjie,"""cindy justice""","""celeste roberts""; ""charlene jackson""; vince@leaf.com; ""ken reeves""; ""karen marshall""","""mary alison bailey""; ""judy nyegaard""",2016-12-28 06:51:02,12/05/2009 07:39,,2017-01-26 08:57:39,9e7f9c64e1bce8599346e0c634fc380e,1
ANEX-00000933,Martin Call him,,Vince Vanjie,,,,2016-12-08 22:28:10,12/05/2009 07:39,,,41103f9ee628c0db8b968e8ddbfe61aa,0
ANEX-00000934,Leaf On Line and Tracking,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""pinnamaneni krishnarao""",,2016-11-16 19:59:33,12/05/2009 07:39,,,736422a111ed5e0ef1e230f094184368,1
ANEX-00000935,Elizabeth Grant (?)  5-7583,,Vince Vanjie,,,,2016-11-08 06:33:50,12/05/2009 07:39,,,daee9d70877cd69d83ca5233fd4cc864,1
ANEX-00000936,Re: Managing Energy Price Risk - 2nd Edition,vince@leaf.com,Vince Vanjie,vince@leaf.com,Janette Jagernauth <jjagernauth@risk.co.uk>,vince@leaf.com,2016-12-30 04:44:11,12/05/2009 07:51,2016-12-30 04:44:11,,bcd62970ca4fe687b41ea31d6a2d39e9,0
ANEX-00000938,Dwayne Hart,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""kevin p hannon""; ""kenneth d rice""; ""ronald slimp""",,2017-01-19 02:18:14,12/05/2009 07:39,2017-01-19 02:18:14,2016-12-06 06:23:36,0718d530fd43f97a64fb0bfef766d265,4
ANEX-00000940,Vincent Tang,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",,2016-11-22 14:24:01,12/05/2009 07:39,2016-11-22 14:24:01,2016-10-27 07:42:29,1db1fb0caa9bf1febfd3c01ef00cea26,2
ANEX-00000942,Weekly Research Group Meeting - EB 30C1,,Vince Vanjie,,,,,,,2016-11-18 22:58:42,145b63c94fba3e533d950fd50ee73f1e,2
ANEX-00000943,Your approval is requested,"""amitava dhar""",Vince Vanjie,"""amitava dhar""",vince@leaf.com,,,,,2017-01-14 18:03:19,7f91e99908fcc9dd1da94de590c9b6f5,0
ANEX-00000944,Guerriero,,Vince Vanjie,,,,,,,2016-11-26 08:15:20,de498e14f0d3443fa17ad8cc52539d0e,0
ANEX-00000945,Re: Me,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""anthony mends""",,2016-10-09 20:36:06,12/05/2009 07:51,2016-10-09 20:36:06,2016-12-16 08:06:10,d8ec525fc472a71e63c4dc3a5a600639,0
ANEX-00000946,Re: Argentina Modelling,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""michael guerriero""",,2016-11-12 14:25:42,12/05/2009 07:51,2016-11-12 14:25:42,2016-12-10 19:40:01,3e361e5b11ee171bb4c8361fc6390ac1,1
ANEX-00000947,Re: Credit Article,vince@leaf.com,Vince Vanjie,vince@leaf.com,"katya@cli-eml.com; ""vasant shanbhogue""",vince@leaf.com,2016-12-20 22:54:04,12/05/2009 07:51,2016-12-20 22:54:04,2016-11-08 09:05:32,928726bc7d0252c5795887fdbaba6ff5,4
ANEX-00000948,Laura,,Vince Vanjie,,,,2017-01-05 06:34:53,12/05/2009 07:39,2017-01-05 06:34:53,2016-10-17 03:05:26,d1557f77693cff30ade037d453179306,3
ANEX-00000949,Re: russian loan guarantees,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""clayton vernon""","""vasant shanbhogue""; vince@leaf.com",2017-01-19 03:46:15,12/05/2009 07:51,,2017-01-13 04:39:14,aeb96cc483278ecb8e07cbbb0d7cea91,0
ANEX-00000951,Grant Kevin,,Vince Vanjie,,,,2016-12-26 08:02:41,12/05/2009 07:39,,2017-01-10 03:04:44,aba79443599c530d80b7a7c0d2c3c97b,2
ANEX-00000952,Re: natural gas storage item,"""clayton vernon""",Vince Vanjie,"""clayton vernon""",vince@leaf.com,,2016-11-17 18:24:23,12/05/2009 07:51,,2016-11-24 06:15:50,0b5300ff98af8e3ee53a819ed8503162,3
ANEX-00000953,Re: receipts,phillip@leaf.com,Phil Sarme,phillip@leaf.com,mary richards <maryrichards7@hotmail.com>,,2016-12-11 22:47:37,12/05/2009 02:03,,2017-01-19 02:54:34,19a2cdcf7c73975af85ff21d65cc347b,0
ANEX-00000954,Krishna,,Vince Vanjie,,,,2016-12-17 02:24:24,12/05/2009 07:39,,2016-11-29 01:03:17,f63fafea51137c67c539c2a6882379ac,2
ANEX-00000955,David Barr  847  721  5421,,Vince Vanjie,,,,2016-11-13 06:35:25,12/05/2009 07:39,,2017-01-17 18:15:56,1bf9ead7d8ec96c28240f78eb6d56526,1
ANEX-00000956,David Barr  847  721  5421,daveed@cli-eml.com,Vince Vanjie,daveed@cli-eml.com,,,2016-12-29 21:17:25,12/05/2009 08:47,,2017-01-06 16:56:02,8d2b500e65bbc2bcf5aeaa92df5f29b4,1
ANEX-00000957,Re: Flat Screens,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""mike a roberts""; vince@leaf.com; ""shirley crenshaw""",,2016-11-18 01:52:17,12/05/2009 07:39,,2016-11-08 05:38:24,2b40fe5b9d80357b329188ae7c5c6df4,0
ANEX-00000958,[No Subject],vince@leaf.com,Vince Vanjie,vince@leaf.com,"""clayton vernon""",,2016-11-05 13:14:42,12/05/2009 07:40,,2016-10-18 06:36:22,85b9bf3d23d7e9837f258f4fc30e8614,1
ANEX-00000961,Risk Metrics - Aidan McNulty - EB 19C2 216.32.216.39,,Vince Vanjie,,,,2016-12-03 06:28:03,12/05/2009 07:39,,2016-10-17 15:14:46,5f0f176056c9b2abfea112edccca843f,1
ANEX-00000962,Re: Credit Article,katya@cli-eml.com,Vince Vanjie,katya@cli-eml.com,vince@leaf.com,,2016-12-08 00:12:47,12/05/2009 07:51,,2016-12-23 21:09:59,a51230daf6c7ac22adbe74a13d254b14,0
